Item Code,Item Name,Category Name,Sales UOM,Total Opening Quantity,Saleable Opening Quantity,Free Opening Quantity,Damage Opening Quantity,(rs.) Opening Value,Purchase,Free Purchase,Total Sales Return,Sales Return Saleable,Sales Return Damages,Total Issues,Saleable Issues,Free Issues,Purchase Return,Adjustments,Stock Transfer Out,Stock Transfer In,Stock Destruction,Total On Hand Qty,On Hand Saleable Qty,On Hand Free Qty,On Hand Damage Qty,(rs.) On Hand Value,Opening Date,Total Opening Quantity,Saleable Opening Quantity,Free Opening Quantity,Damage Opening Quantity,(rs.) Opening Value,Purchase,Free Purchase,Total Sales Return,Sales Return Saleable,Sales Return Damages,Issues,Saleable Issues,Free Issues,Purchase Return,Adjustments,Stock Transfer Out,Stock Transfer In,Stock Destruction,On Hand Qty,On Hand Saleable Qty,On Hand Free Qty,On Hand Damage Qty,(rs.) On Hand Value
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,25-02-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,26-02-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,27-02-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,28-02-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,29-02-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,01-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,02-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,03-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,04-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,05-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,06-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,07-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,08-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,09-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,10-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,11-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,12-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,13-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
11424,MD 20 Temple Gold_11424,MD 18 TEMPLE GOLD,M_S,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03,14-03-2024,2.76,2.76,0,0,2389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.76,0,0,2389.03
