THOOMPUMKAL TRADERS
PUTHENCAVU P O             CHENGANNUR 689123 ALAPPUZHA DIST.
Stock Ledger - Item
Date:,31/12/2024
Show:,All Items
Stock Valuation:,PTS
Item Code:,All Item Code
Item Code,Item Name,Total On Hand Qty,Total SIT Qty,Conversion Unit,Reporting UOM,UOM Description,Total On Hand Value,Total SIT Value,Saleable Stock,Saleable SIT Qty,Saleable Value,Saleable SIT Value,Free OnHand Qty,Free SIT Qty,Damages Qty,Damages Value,Total On Hand Qty_UOM1,Total On Hand Qty_UOM2,Total SIT Qty_UOM1,Total SIT Qty_UOM2,Saleable SIT Qty_UOM1,Saleable SIT Qty_UOM2,Free SIT Qty_UOM1,Free SIT Qty_UOM2
FXC30011BP,BINGO! CHIPS RS.10 TOMATO CHILL PR_FXC30011B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30011CP,BINGO! CHIPS RS.10 TOMATO CHILL PR_FXC30011C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30011E,BINGO! CHIPS RS.10 TOMATO NP_FXC30011E,0.000000 KG,573.120000 KG,0.000000 1,0.00,KG,0.00,169875.69,0.00,573.12,0.00,169875.69,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,199.000000 CFC,23880.000000 PAC,199.00,23880.00,0.00,0.00
FXC30011H,BINGO! CHIPS RS.10 TOMATO NP CP PR_FXC30011H,0.000000 KG,72.000000 KG,0.000000 1,0.00,KG,0.00,22204.14,0.00,72.00,0.00,22204.14,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,25.000000 CFC,3000.000000 PAC,25.00,3000.00,0.00,0.00
FXC30011J,BINGO! CHIPS RS.10 TOMATO AFA PR_FXC30011J,25.388000 KG,42.240000 KG,25.388000 1,25.39,KG,0.00,13658.38,25.39,42.24,8209.26,13658.38,0.00,0.00,0.00,0.00,9.616667 CFC,1154.000000 PAC,16.000000 CFC,1920.000000 PAC,16.00,1920.00,0.00,0.00
FXC30011KP,BINGO! CHIPS RS.10 TOMATO CK PR_FXC30011KP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30011PA,BINGO! CHIPS RS.10 TOMATO_FXC30011PA,0.000000 KG,7.920000 KG,0.000000 1,0.00,KG,0.00,2664.50,0.00,7.92,0.00,2664.50,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,3.000000 CFC,360.000000 PAC,3.00,360.00,0.00,0.00
FXC30011ZP,BINGO! CHIPS RS.10 TOMATO AZ PR_FXC30011ZP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30012ZP,BINGO! CHIPS RS.10 TOMATO AZ PR_FXC30012ZP,0.000000 KG,31.680000 KG,0.000000 1,0.00,KG,0.00,9769.82,0.00,31.68,0.00,9769.82,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,11.000000 CFC,1320.000000 PAC,11.00,1320.00,0.00,0.00
FXC20020,YUMITOS Rs.20 Cream & Onion 52g_FXC20020,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC20020B,BINGO! CHIPS RS.20 CRM&ON_FXC20020B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC20020C,BINGO! CHIPS RS.20 CRM&ON_FXC20020C,0.000000 KG,67.200000 KG,0.000000 1,0.00,KG,0.00,18789.28,0.00,67.20,0.00,18789.28,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,28.000000 CFC,1344.000000 PAC,28.00,1344.00,0.00,0.00
FXC20020CP,BINGO! CHIPS RS.20 CRM&ON CHILL PR_FXC20020C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC20020E,BINGO! CHIPS RS.20 CRM&ON_FXC20020E,14.450000 KG,213.600000 KG,14.450000 1,14.45,KG,0.00,57401.90,13.70,213.60,3681.68,57401.90,0.00,0.00,0.75,201.55,6.020833 CFC,289.000000 PAC,89.000000 CFC,4272.000000 PAC,89.00,4272.00,0.00,0.00
FXC20020KP,BINGO! CHIPS RS.20 CRM&ON CK PR_FXC20020KP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC20020ZP,BINGO! CHIPS RS.20 CRM&ON AZ PR_FXC20020ZP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC20021ZP,BINGO! CHIPS RS.20 CRM&ON AZ PR_FXC20021ZP,0.000000 KG,9.600000 KG,0.000000 1,0.00,KG,0.00,2684.18,0.00,9.60,0.00,2684.18,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,4.000000 CFC,192.000000 PAC,4.00,192.00,0.00,0.00
FXC170020,BINGO! CHIPS RS.20 HNS KOREANSTYLE_FXC170020,17.888000 KG,150.672000 KG,17.888000 1,17.89,KG,0.00,47083.61,11.27,150.67,3520.52,47083.61,0.00,0.00,6.62,2069.31,8.666667 CFC,416.000000 PAC,73.000000 CFC,3504.000000 PAC,73.00,3504.00,0.00,0.00
FXC40020,YUMITOS Rs.20 Masala 52g_FXC40020,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC40020CP,BINGO! CHIPS RS.20 MASALA CHILL PR_FXC40020C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC10020,YUMITOS Rs.20 Salted 52g_FXC10020,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC10020C,BINGO! CHIPS RS.20 SALTED_FXC10020C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30020,YUMITOS Rs.20 Tomato 52g_FXC30020,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30020B,BINGO! CHIPS RS.20 TOMATO_FXC30020B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30020C,BINGO! CHIPS RS.20 TOMATO_FXC30020C,0.000000 KG,28.800000 KG,0.000000 1,0.00,KG,0.00,8052.55,0.00,28.80,0.00,8052.55,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,12.000000 CFC,576.000000 PAC,12.00,576.00,0.00,0.00
FXC30020CP,BINGO! CHIPS RS.20 TOMATO CHILL PR_FXC30020C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30020E,BINGO! CHIPS RS.20 TOMATO NP_FXC30020E,4.250000 KG,223.200000 KG,4.250000 1,4.25,KG,0.00,59981.76,3.15,223.20,846.52,59981.76,0.00,0.00,1.10,295.61,1.770833 CFC,85.000000 PAC,93.000000 CFC,4464.000000 PAC,93.00,4464.00,0.00,0.00
FXC30020KP,BINGO! CHIPS RS.20 TOMATO CK PR_FXC30020KP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30020PA,BINGO! CHIPS RS.20 TOMATO_FXC30020PA,6.480000 KG,6.480000 KG,6.480000 1,6.48,KG,0.00,2013.18,6.48,6.48,2013.18,2013.18,0.00,0.00,0.00,0.00,3.000000 CFC,144.000000 PAC,3.000000 CFC,144.000000 PAC,3.00,144.00,0.00,0.00
FXC30020ZP,BINGO! CHIPS RS.20 TOMATO AZ PR_FXC30020ZP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30021ZP,BINGO! CHIPS RS.20 TOMATO AZ PR_FXC30021ZP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30030,BINGO! CHIPS RS.30 TOMATO_FXC30030,0.000000 KG,49.300000 KG,0.000000 1,0.00,KG,0.00,18416.86,0.00,49.30,0.00,18416.86,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,17.000000 CFC,850.000000 PAC,17.00,850.00,0.00,0.00
FXC30030A,BINGO! CHIPS RS.30 TOMATO NP_FXC30030A,0.000000 KG,58.000000 KG,0.000000 1,0.00,KG,0.00,21666.89,0.00,58.00,0.00,21666.89,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,20.000000 CFC,1000.000000 PAC,20.00,1000.00,0.00,0.00
FXC30030PA,BINGO! CHIPS RS.30 TOMATO_FXC30030PA,0.000000 KG,5.500000 KG,0.000000 1,0.00,KG,0.00,2367.92,0.00,5.50,0.00,2367.92,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,2.000000 CFC,100.000000 PAC,2.00,100.00,0.00,0.00
FXC20005,YUMITOS Rs.5 Cream & Onion 12g_FXC20005,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC20005AF,BINGO! CHIPS RS.5 CRM&ON_FXC20005AF,49.371000 KG,577.080000 KG,49.371000 1,49.37,KG,0.00,195481.32,43.86,577.08,14856.72,195481.32,0.00,0.00,5.51,1867.32,19.591667 CFC,4702.000000 PAC,229.000000 CFC,54960.000000 PAC,229.00,54960.00,0.00,0.00
FXC20005B,BINGO! CHIPS RS.5 CRM&ON_FXC20005B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC20005F,BINGO! CHIPS RS.5 CRM&ON_FXC20005F,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC20005H,BINGO! CHIPS RS.5 CRM&ON_FXC20005H,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC20005K,BINGO! CHIPS RS.5 CRM&ON_FXC20005K,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC20005N,BINGO! CHIPS RS.5 CRM&ON_FXC20005N,0.000000 KG,360.360000 KG,0.000000 1,0.00,KG,0.00,127005.25,0.00,360.36,0.00,127005.25,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,143.000000 CFC,34320.000000 PAC,143.00,34320.00,0.00,0.00
FXC20005Z,BINGO! CHIPS RS.5 CRM&ON AFA PR_FXC20005Z,0.000000 KG,78.120000 KG,0.000000 1,0.00,KG,0.00,26462.54,0.00,78.12,0.00,26462.54,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,31.000000 CFC,7440.000000 PAC,31.00,7440.00,0.00,0.00
FXC40005,YUMITOS Rs.5 Masala 12g_FXC40005,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC40005AF,BINGO! CHIPS RS.5 MASALA_FXC40005AF,34.776000 KG,221.760000 KG,34.776000 1,34.78,KG,0.00,78157.08,34.78,221.76,12256.45,78157.08,0.00,0.00,0.00,0.00,13.800000 CFC,3312.000000 PAC,88.000000 CFC,21120.000000 PAC,88.00,21120.00,0.00,0.00
FXC40005B,BINGO! CHIPS RS.5 MASALA_FXC40005B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC40005F,BINGO! CHIPS RS.5 MASALA_FXC40005F,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC40005K,BINGO! CHIPS RS.5 MASALA_FXC40005K,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC40005N,BINGO! CHIPS RS.5 MASALA_FXC40005N,0.000000 KG,372.960000 KG,0.000000 1,0.00,KG,0.00,131445.99,0.00,372.96,0.00,131445.99,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,148.000000 CFC,35520.000000 PAC,148.00,35520.00,0.00,0.00
FXC40005Z,BINGO! CHIPS RS.5 MASALA AFA PR_FXC40005Z,0.000000 KG,37.800000 KG,0.000000 1,0.00,KG,0.00,13993.94,0.00,37.80,0.00,13993.94,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,15.000000 CFC,3600.000000 PAC,15.00,3600.00,0.00,0.00
FXC10005,YUMITOS Rs.5 Salted 12g_FXC10005,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC10005AF,BINGO! CHIPS RS.5 SALTED_FXC10005AF,4.872000 KG,60.480000 KG,4.872000 1,4.87,KG,0.00,21315.57,4.87,60.48,1717.09,21315.57,0.00,0.00,0.00,0.00,1.933333 CFC,464.000000 PAC,24.000000 CFC,5760.000000 PAC,24.00,5760.00,0.00,0.00
FXC10005B,BINGO! CHIPS RS.5 SALTED_FXC10005B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC10005F,BINGO! CHIPS RS.5 SALTED_FXC10005F,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC10005I,BINGO! CHIPS RS.5 SALTED_FXC10005I,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC10005N,BINGO! CHIPS RS.5 SALTED_FXC10005N,0.000000 KG,22.680000 KG,0.000000 1,0.00,KG,0.00,7993.34,0.00,22.68,0.00,7993.34,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,9.000000 CFC,2160.000000 PAC,9.00,2160.00,0.00,0.00
FXC10005Z,BINGO! CHIPS RS.5 SALTED AFA PR_FXC10005Z,1.407000 KG,20.160000 KG,1.407000 1,1.41,KG,0.00,7463.43,1.41,20.16,520.89,7463.43,0.00,0.00,0.00,0.00,0.558333 CFC,134.000000 PAC,8.000000 CFC,1920.000000 PAC,8.00,1920.00,0.00,0.00
FXC30005,YUMITOS Rs.5 Tomato 12g_FXC30005,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30005AF,BINGO! CHIPS RS.5 TOMATO_FXC30005AF,31.972500 KG,282.240000 KG,31.972500 1,31.97,KG,0.00,99472.64,31.97,282.24,11268.39,99472.64,0.00,0.00,0.00,0.00,12.687500 CFC,3045.000000 PAC,112.000000 CFC,26880.000000 PAC,112.00,26880.00,0.00,0.00
FXC30005B,BINGO! CHIPS RS.5 TOMATO_FXC30005B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30005K,BINGO! CHIPS RS.5 TOMATO_FXC30005K,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC30005N,BINGO! CHIPS RS.5 TOMATO_FXC30005N,0.000000 KG,241.920000 KG,0.000000 1,0.00,KG,0.00,85262.27,0.00,241.92,0.00,85262.27,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,96.000000 CFC,23040.000000 PAC,96.00,23040.00,0.00,0.00
FXC30005Y,BINGO! CHIPS RS.5 TOMATO AFA PR_FXC30005Y,0.000000 KG,37.800000 KG,0.000000 1,0.00,KG,0.00,12804.45,0.00,37.80,0.00,12804.45,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,15.000000 CFC,3600.000000 PAC,15.00,3600.00,0.00,0.00
FXC30050,BINGO! CHIPS RS.50 TOMATO_FXC30050,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXNA10010,BINGO! NACHOS RS.10 CHEESE_FXNA10010,0.000000 KG,165.000000 KG,0.000000 1,0.00,KG,0.00,48848.74,0.00,165.00,0.00,48848.74,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,55.000000 CFC,6600.000000 PAC,55.00,6600.00,0.00,0.00
FXNA10010A,BINGO! NACHOS RS.10 CHEESE_FXNA10010A,0.230000 KG,198.720000 KG,0.230000 1,0.23,KG,0.00,67171.33,0.00,198.72,0.00,67171.33,0.00,0.00,0.23,77.74,0.083333 CFC,10.000000 PAC,72.000000 CFC,8640.000000 PAC,72.00,8640.00,0.00,0.00
FXNA10010PA,BINGO! NACHOS RS.10 CHEESE_FXNA10010PA,21.120000 KG,39.600000 KG,21.120000 1,21.12,KG,0.00,12804.73,21.12,39.60,6829.19,12804.73,0.00,0.00,0.00,0.00,8.000000 CFC,960.000000 PAC,15.000000 CFC,1800.000000 PAC,15.00,1800.00,0.00,0.00
FXNA20010,BINGO! NACHOS RS.10 CHILLI LIMON_FXNA20010,0.000000 KG,66.240000 KG,0.000000 1,0.00,KG,0.00,20487.26,0.00,66.24,0.00,20487.26,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,24.000000 CFC,2880.000000 PAC,24.00,2880.00,0.00,0.00
FXNA20010PA,BINGO! NACHOS RS.10 CHILLI LIMON_FXNA20010PA,6.842000 KG,18.480000 KG,6.842000 1,6.84,KG,0.00,5975.54,6.84,18.48,2212.37,5975.54,0.00,0.00,0.00,0.00,2.591667 CFC,311.000000 PAC,7.000000 CFC,840.000000 PAC,7.00,840.00,0.00,0.00
FXNA30010,BINGO! NACHOS RS.10 H N S KOREAN_FXNA30010,0.000000 KG,14.400000 KG,0.000000 1,0.00,KG,0.00,5328.88,0.00,14.40,0.00,5328.88,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,6.000000 CFC,720.000000 PAC,6.00,720.00,0.00,0.00
FXNA10020,BINGO! NACHOS RS.20 CHEESE DIP PR_FXNA10020,2.948000 KG,240.240000 KG,2.948000 1,2.95,KG,0.00,73364.79,2.64,240.24,806.21,73364.79,0.00,0.00,0.31,94.06,1.116667 CFC,67.000000 PAC,91.000000 CFC,5460.000000 PAC,91.00,5460.00,0.00,0.00
FXNA10020PA,BINGO! NACHOS RS.20 CHEESE DIP PR_FXNA10020P,7.560000 KG,7.560000 KG,7.560000 1,7.56,KG,0.00,2516.47,7.56,7.56,2516.47,2516.47,0.00,0.00,0.00,0.00,3.000000 CFC,180.000000 PAC,3.000000 CFC,180.000000 PAC,3.00,180.00,0.00,0.00
FXNA20020,BINGO!NACHOSRS.20 CHILILIMON DIPPR_FXNA20020,3.432000 KG,87.120000 KG,3.432000 1,3.43,KG,0.00,26604.81,3.26,87.12,994.32,26604.81,0.00,0.00,0.18,53.75,1.300000 CFC,78.000000 PAC,33.000000 CFC,1980.000000 PAC,33.00,1980.00,0.00,0.00
FXNA10050,BINGO! NACHOS RS.50 CHEESE DIP PR_FXNA10050,0.000000 KG,60.000000 KG,0.000000 1,0.00,KG,0.00,22542.98,0.00,60.00,0.00,22542.98,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,25.000000 CFC,600.000000 PAC,25.00,600.00,0.00,0.00
FXNA10050A,BINGO! NACHOS RS.50 CHEESE DIP PR_FXNA10050A,1.567500 KG,87.120000 KG,1.567500 1,1.57,KG,0.00,38133.17,1.57,87.12,686.11,38133.17,0.00,0.00,0.00,0.00,0.791667 CFC,19.000000 PAC,44.000000 CFC,1056.000000 PAC,44.00,1056.00,0.00,0.00
FXNA20050,BINGO!NACHOSRS.50 CHILILIMON DIPPR_FXNA20050,0.165000 KG,39.600000 KG,0.165000 1,0.17,KG,0.00,17333.26,0.17,39.60,72.22,17333.26,0.00,0.00,0.00,0.00,0.083333 CFC,2.000000 PAC,20.000000 CFC,480.000000 PAC,20.00,480.00,0.00,0.00
FXC60005,YUMITOS Chilli Potato Chips 12g_FXC60005,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC60005B,BINGO! CHIPS RS.5 CHILLI_FXC60005B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC60005C,BINGO! CHIPS RS.5 CHILLI_FXC60005C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC60005H,BINGO! CHIPS RS.5 CHILLI_FXC60005H,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC60005N,BINGO CHIPS RS.5 CHILLI_FXC60005N,0.000000 KG,173.880000 KG,0.000000 1,0.00,KG,0.00,61282.25,0.00,173.88,0.00,61282.25,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,69.000000 CFC,16560.000000 PAC,69.00,16560.00,0.00,0.00
FXC60005P,BINGO CHIPS RS.5 CHILLI_FXC60005P,12.600000 KG,289.800000 KG,12.600000 1,12.60,KG,0.00,102137.09,12.60,289.80,4440.74,102137.09,0.00,0.00,0.00,0.00,5.000000 CFC,1200.000000 PAC,115.000000 CFC,27600.000000 PAC,115.00,27600.00,0.00,0.00
FXC50005,YUMITOS Tomato & Chilli PC 12g_FXC50005,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC50005B,BINGO! CHIPS RS.5 TOMATO & CHILLI_FXC50005B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FXC50005I,BINGO! CHIPS RS.5 TOMATO & CHILLI_FXC50005I,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
