THOOMPUMKAL TRADERS
PUTHENCAVU P O             CHENGANNUR 689123 ALAPPUZHA DIST.
Stock Ledger - Item
Date:,31/12/2024
Show:,All Items
Stock Valuation:,PTS
Item Code:,All Item Code
Item Code,Item Name,Total On Hand Qty,Total SIT Qty,Conversion Unit,Reporting UOM,UOM Description,Total On Hand Value,Total SIT Value,Saleable Stock,Saleable SIT Qty,Saleable Value,Saleable SIT Value,Free OnHand Qty,Free SIT Qty,Damages Qty,Damages Value,Total On Hand Qty_UOM1,Total On Hand Qty_UOM2,Total SIT Qty_UOM1,Total SIT Qty_UOM2,Saleable SIT Qty_UOM1,Saleable SIT Qty_UOM2,Free SIT Qty_UOM1,Free SIT Qty_UOM2
FB701210,SUNFEAST MARIE LIGHT 100G_FB701210,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701211,SUNFEAST MARIE LIGHT 110G_FB701211,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701215,SUNFEAST MARIE LIGHT ORIGNL 100G C_FB701215,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701216,SUNFEAST MARIE LIGHT ORIGNL 85G_FB701216,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701217,SUNFEAST MARIE LIGHT 100G+10G_FB701217,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701218,SUNFEAST MARIE LIGHT ORIGNL 85+25G_FB701218,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701219,SUNFEAST MARIE LIGHT RCH TST 85G R_FB701219,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701223,SUNFEAST MARIELIGHT RCH TST 85G+15_FB701223,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701233,SUNFEAST MARIE LIGHT RCH TST 75+25_FB701233,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701238,SUNFEAST MARIE LIGHT RCH TST 70+15_FB701238,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701238M,SUNFEAST MARIE LGT RCH TST70+30GPR_FB701238M,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701238P,SUNFEAST MARIE LGT RCH TST70+15GPR_FB701238P,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701238T,SUNFEAST MARIE LT RCH TST 85G TTPR_FB701238T,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701242,SUNFEAST MARIE LIGHT RCH TST70+11G_FB701242,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701252,SUNFEAST MARIE LGT RCH TST70+11G_FB701252,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701252B,SUNFEAST MARIE LGT ACTIVE 70+11G_FB701252B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701252C,SUNFEAST MARIE LGT ACTIVE 70+6G_FB701252C,0.228000 KG,0.000000 KG,0.228000 1,0.23,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,21.41,0.041667 CFC,3.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701252D,SUNFEAST MARIE LGT ACTIVE 71.7G_FB701252D,5.521511 KG,1460.846000 KG,5.521511 1,5.52,KG,0.00,145398.15,5.38,1460.85,535.28,145398.15,0.00,0.00,0.14,14.27,1.069646 CFC,77.008522 PAC,283.000000 CFC,20374.421199 PAC,283.00,20374.42,0.00,0.00
FB701252F,SUNFEAST MARIE LGT ACTIVE 66.9G_FB701252F,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701252G,SUNFEAST MARIE LGT ACTIVE 71.7GPR_FB701252G,6.337370 KG,4795.498000 KG,6.337370 1,6.34,KG,0.00,494607.66,4.69,4795.50,483.55,494607.66,0.00,0.00,1.65,170.09,1.227697 CFC,88.387308 PAC,929.000000 CFC,66882.817294 PAC,929.00,66882.82,0.00,0.00
FB701252I,SUNFEAST MARIE LGT ACTIVE 71.7GPR_FB701252I,205.653950 KG,1151.126000 KG,205.653950 1,205.65,KG,0.00,114571.69,205.65,1151.13,20468.76,114571.69,0.00,0.00,0.00,0.00,39.836888 CFC,2868.255927 PAC,222.982721 CFC,16054.755927 PAC,222.98,16054.76,0.00,0.00
FA3263D,Marie Light 132g_FA3263D,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3263E,Marie Light 132+15g_FA3263E,0.000000 KG,0.000000 KG,0.000000 1,0.00,PAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3263G,Marie Light 120g_FA3263G,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3263Q,MARIE LIGHT 120+15G MRP10_FA3263Q,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FR701252D,SUNFEAST MARIE LGT ACTIVE 71.7G FR_FR701252D,1.899700 KG,61.776000 KG,1.899700 1,1.90,KG,0.00,0.60,1.90,61.78,0.02,0.60,0.00,0.00,0.00,0.00,0.368016 CFC,26.495119 PAC,11.967454 CFC,861.589958 PAC,11.97,861.59,0.00,0.00
FA3266,Marie Light 224 g_FA3266,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701241,SUNFEAST MARIE LIGHT RCH TST 70GX5_FB701241,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701409,SUNFEAST MARIE LIGHT 200G_FB701409,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701410,SUNFEAST MARIE LIGHT 250G_FB701410,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701412,SUNFEAST MARIE LIGHT 200G+50G_FB701412,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701413,SUNFEAST MARIE LIGHT RCH TST 200G_FB701413,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701415,SF MARIE LIGHT RCH TST 200G MC FR_FB701415,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701426,SUNFEAST MARIE LIGHT RT200G(20PR)_FB701426,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701430,SUNFEAST MARIE LGT RCH TST200G(20)_FB701430,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701431,SUNFEAST MARIE LGTRCHTST200G(25)_FB701431,5.600000 KG,0.000000 KG,5.600000 1,5.60,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,499.55,0.933333 CFC,28.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701431B,SUNFEAST MARIE LGT ACTIVE 200G_FB701431B,3.200000 KG,1254.000000 KG,3.200000 1,3.20,KG,0.00,130748.06,0.00,1254.00,0.00,130748.06,0.00,0.00,3.20,333.65,0.533333 CFC,16.000000 PAC,209.000000 CFC,6270.000000 PAC,209.00,6270.00,0.00,0.00
FB701431C,SUNFEAST MARIE LGT ACTIVE 186G_FB701431C,40.548000 KG,251.100000 KG,40.548000 1,40.55,KG,0.00,28900.49,40.55,251.10,4666.89,28900.49,0.00,0.00,0.00,0.00,7.266667 CFC,218.000000 PAC,45.000000 CFC,1350.000000 PAC,45.00,1350.00,0.00,0.00
FB701431P,SUNFEAST MARIELGTRCHTST186G(30/25)_FB701431P,1.302000 KG,524.520000 KG,1.302000 1,1.30,KG,0.00,50307.42,0.00,524.52,0.00,50307.42,0.00,0.00,1.30,124.88,0.233333 CFC,7.000000 PAC,94.000000 CFC,2820.000000 PAC,94.00,2820.00,0.00,0.00
FB701424,SF MARIE LIGHT RCH TST 200G+MM FR_FB701424,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701425,SUNFEAST MARIE LIGHT RCH TST 200G_FB701425,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FC3256B,MARIE LIGHT 306G_FC3256B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FC3256C,Marie Light 275g_FC3256C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FC3256D,Marie Light 255g_FC3256D,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701422,SUNFEAST MARIE LIGHT RCH TST 200G_FB701422,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701425C,SUNFEAST MARIE LIGHT RCHTST200GCPR_FB701425C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701600,SF MARIE LIGHT RICH TST 120GX5 KA_FB701600,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701601,SUNFEAST MARIE LGT ACTIVE 120GX5 K_FB701601,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701602,SUNFEAST MARIE LGT ACTIVE 120GX5 K_FB701602,0.000000 KG,72.000000 KG,0.000000 1,0.00,KG,0.00,6165.66,0.00,72.00,0.00,6165.66,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,12.000000 CFC,120.000000 PAC,12.00,120.00,0.00,0.00
FB701602A,SUNFEAST MARIE LGT ACTIVE 120GX5 K_FB701602A,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB701602C,SUNFEAST MARIE LGT ACTIVE 120GX5 K_FB701602C,0.000000 KG,12.000000 KG,0.000000 1,0.00,KG,0.00,1027.61,0.00,12.00,0.00,1027.61,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,2.000000 CFC,20.000000 PAC,2.00,20.00,0.00,0.00
FB701122,SUNFEAST MARIE LGT RCH TST 40+05G_FB701122,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FR3265B,Marie Light 71.4g Free_FR3265B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB703202,SUNFEAST MARIE LIGHT ORANGE 75G N_FB703202,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB703110,SUNFEAST ORANGE MARIE 100G_FB703110,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB703111,SUNFEAST MARIE LIGHT ORANGE 120G_FB703111,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB703112,SUNFEAST MARIE LIGHT ORANGE 120G C_FB703112,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB703113,SUNFEAST MARIE LIGHT ORANGE 120GND_FB703113,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB703114,SUNFEAST MARIE LIGHT ORANGE 120G_FB703114,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB703115,SUNFEAST MARIE LIGHT VITAORNG 100G_FB703115,0.000000 KG,810.000000 KG,0.000000 1,0.00,KG,0.00,86700.62,0.00,810.00,0.00,86700.62,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,135.000000 CFC,8100.000000 PAC,135.00,8100.00,0.00,0.00
FB703115A,SUNFEAST MARIE LIGHT VITAORNG 100G_FB703115A,0.700000 KG,552.000000 KG,0.700000 1,0.70,KG,0.00,57554.17,0.00,552.00,0.00,57554.17,0.00,0.00,0.70,72.99,0.116667 CFC,7.000000 PAC,92.000000 CFC,5520.000000 PAC,92.00,5520.00,0.00,0.00
FA3264C,Orange Marie 147 g_FA3264C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3264D,Orange Marie 132g MRP10_FA3264D,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3264F,Orange Marie 112g MRP 10_FA3264F,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3264G,Orange Marie 110g_FA3264G,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702401,SUNFEAST MARIE LIGHT OATS 75G_FB702401,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702402,SUNFEAST MARIE LIGHT OATS 75G ND_FB702402,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702403A,SUNFEAST MARIE LIGHT OATSFIBRE 75G_FB702403A,0.375000 KG,0.000000 KG,0.375000 1,0.38,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,35.68,0.069444 CFC,5.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702403B,SUNFEAST MARIE LIGHTOATSFIBRE60G_FB702403B,0.000000 KG,8.640000 KG,0.000000 1,0.00,KG,0.00,1027.61,0.00,8.64,0.00,1027.61,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,2.000000 CFC,144.000000 PAC,2.00,144.00,0.00,0.00
FB702110,SUNFEAST MARIE LIGHT OATS 100G_FB702110,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702111,SUNFEAST MARIE LIGHT OATS 120G_FB702111,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702112,SUNFEAST MARIE LIGHT OATS 120G C_FB702112,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702113,SUNFEAST MARIE LIGHT OATS 120+30G_FB702113,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702114,SUNFEAST MARIE LIGHT OATS 120G ND_FB702114,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702115,SUNFEAST MARIE LIGHT OATSFIBRE 120G_FB702115,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702116,SUNFEAST MARIE LIGHT OATSFIBRE 100_FB702116,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3270,SFMARIEOATS147,0.000000 KG,0.000000 KG,0.000000 1,0.00,PAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3270A,Oats Marie 147g_FA3270A,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3270B,Oats Marie 132g_FA3270B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3270C,Oats Marie 112g MRP 10_FA3270C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3270D,Oats Marie 110g_FA3270D,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3270P,Oats Marie 112+20g MRP 10_FA3270P,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA3275,Marie Light Oats 270gm MRP 25_FA3275,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702210,SUNFEAST MARIE LIGHT OATS 250G_FB702210,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702211,SUNFEAST MARIE LIGHT OATS 250G ND_FB702211,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702212,SUNFEAST MARIE LIGHT OATS 200G_FB702212,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FB702213,SUNFEAST MARIE LIGHT OATS 200G_FB702213,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
